id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13842460,Apartamento en Oropesa del Mar céntrico,81681991,Juan Vicente,Chamartín,Prosperidad,40.44199,-3.6707,Entire home/apt,40,15,0,,,1,0,0,
13850986,"Gorgeous big room in Gran Via, heart of Madrid!",13992061,Gabriela,Centro,Universidad,40.42146,-3.70277,Private room,53,10,21,2017-05-14,0.37,2,0,0,
13852472,DELICIOSO Y TRANQUILO RINCON A 2 PASOS DEL CENTRO,81140224,Lucía,Chamartín,Ciudad Jardín,40.44999,-3.67301,Private room,57,4,1,2018-04-22,0.02,2,178,0,
13854377,"Sunny B&B. Near Terraces,restaurants and Market.",81834320,Helena,Tetuán,Castillejos,40.4597,-3.69394,Private room,26,1,5,2016-10-09,0.08,1,0,0,
13857625,Ático para disfrutar de Madrid,79113388,Cristina,Carabanchel,San Isidro,40.39684,-3.73547,Entire home/apt,50,5,0,,,1,0,0,
13858821,Habitación MATRIMONIO piso de lujo y baño en suite,70463864,Beatriz,Arganzuela,Palos de Moguer,40.40248,-3.69694,Private room,47,3,77,2019-06-15,1.24,2,358,1,90011C7101VK4712E0053-MQ
13859359,APARTAMENTO RÍO - TRANQUILO,81886881,Juan,Moncloa - Aravaca,Casa de Campo,40.42693,-3.73015,Entire home/apt,71,60,6,2019-09-21,0.14,3,365,1,
13860105,Single Room at Center / Habitación Individual,76707968,Christian,Centro,Embajadores,40.40865,-3.70414,Private room,20,1,1,2016-07-11,0.02,2,0,0,
13860850,Private room next to universities. Madrid. Room 3,45900036,Miguel,Latina,Aluche,40.39657,-3.76238,Private room,20,290,7,2021-06-05,0.16,4,163,1,
13863434,Apartamento Nuevos Ministerios,38146720,Alejandro,Tetuán,Cuatro Caminos,40.44938,-3.69991,Entire home/apt,70,2,14,2017-07-04,0.23,1,41,6,
13870115,"Cozy Studio in the center, near metro - Chamberi",70547446,Nacho,Chamberí,Vallehermoso,40.44167,-3.70784,Entire home/apt,54,4,10,2017-04-09,0.17,1,0,0,
13870774,Room with private bathroom in Atocha,82031797,Jorge,Retiro,Pacífico,40.40477,-3.67387,Private room,31,1,0,,,1,133,0,
13871896,Apartamento ideal en el centro de Madrid,82042954,Andrés,Centro,Embajadores,40.41017,-3.69714,Entire home/apt,30,1,10,2016-09-06,0.16,1,0,0,
13874329,RENOVATED STUDIO IN LA LATINA-AIR CONDIT. WIFI,60088973,Enrique,Centro,Embajadores,40.40979,-3.70944,Entire home/apt,58,4,144,2019-10-15,2.37,4,107,16,
13874765,Outstanding 2BD 2BTH- Malasaña,82071768,Blasc Gestion SL,Centro,Universidad,40.42508,-3.70338,Entire home/apt,164,1,128,2020-03-04,2.09,1,307,0,
13877251,estudio centro madrid 3,63266721,Pastora,Centro,Palacio,40.41047,-3.71109,Entire home/apt,45,1,0,,,2,0,0,
13887762,80m2 apartment in the heart of Ciudad Lineal,42763400,Pilar,San Blas - Canillejas,Simancas,40.43795,-3.63676,Entire home/apt,97,3,72,2018-03-14,1.24,1,116,10,VT-6303
13890249,CHIC & PRECIADOS *Cozy and central*,35447033,Irene Y Juan,Centro,Sol,40.41846,-3.70664,Entire home/apt,91,3,174,2021-06-29,2.77,3,191,24,
13893039,apartamento en centro de madrid,11512748,James Andres,Centro,Universidad,40.42675,-3.70299,Entire home/apt,30,2,31,2017-06-04,0.51,1,0,0,
13897721,Cozy house with air-conditioning in quiet area,14785920,Jose,Usera,San Fermín,40.37685,-3.69083,Private room,20,2,279,2021-07-15,4.44,3,129,33,
13898235,QUIET APARTMENT GRAN VÍA - WIFI,18034966,Maria Luisa,Centro,Universidad,40.42028,-3.70298,Entire home/apt,66,60,5,2016-09-18,0.16,2,345,0,
13898710,Heima Homes Puerta del Sol - Palacio Real (cinema),23603298,HeimaHomes,Centro,Palacio,40.41909,-3.70833,Entire home/apt,1176,1,85,2020-10-12,1.36,20,151,2,VT2630
13898895,PRECIOSA CASA CON BUENAS CONEXIONES,47830215,Rocio,Arganzuela,Delicias,40.39434,-3.69071,Entire home/apt,64,1,0,,,1,0,0,
13904716,Family home with charm - Gaztambide,32046323,Ivory,Moncloa - Aravaca,Argüelles,40.43004,-3.71608,Entire home/apt,207,30,2,2016-09-16,0.06,94,163,0,
13911480,Bright flat close to Retiro Park!,44325982,Jillian,Salamanca,Goya,40.42222,-3.67405,Private room,11,5,0,,,1,0,0,
13912466,Lo más bello y acogedor del Barrio de Salamanca,4630691,Daniela,Salamanca,Castellana,40.43128,-3.6869,Entire home/apt,65,5,0,,,1,0,0,
13916899,"Cozy Apartment Madrid 6 people, 60 sq.m, 2 BR",4190343,Ramon,Centro,Cortes,40.41561,-3.69908,Entire home/apt,97,3,259,2020-02-26,4.18,22,274,23,
13923066,"LOVELY LOFT heart of Madrid, calle Hernán Cortés",31143239,Javier,Centro,Justicia,40.42385,-3.7005,Entire home/apt,96,5,8,2016-11-18,0.13,1,0,0,
13923665,"Madrid Centro
Palacio",39578306,Rosa,Centro,Palacio,40.41732,-3.70982,Entire home/apt,115,1,0,,,1,0,0,
13924446,Hello Madrid @ ATOCHA,2418186,Begoña,Arganzuela,Palos de Moguer,40.40507,-3.69691,Entire home/apt,59,40,53,2017-11-14,0.85,1,270,0,
13927392,MAYOR SQUARE by MONARO*****,56611202,Guadalupe,Centro,Palacio,40.41439,-3.70879,Entire home/apt,166,2,123,2020-02-11,2.02,10,320,1,
13929947,Maravilloso apartamento  Plaza  España con parking,82770913,Julio Cesar,Moncloa - Aravaca,Argüelles,40.42379,-3.71177,Entire home/apt,98,2,57,2019-12-28,0.96,1,351,1,
13931820,Habitacion en Cuatro Caminos,41181513,Clara,Chamberí,Rios Rosas,40.44458,-3.69918,Private room,13,3,0,,,1,0,0,
13932435,Habitación con dos camas en el centro de Madrid,82792538,Inma,Centro,Embajadores,40.40602,-3.69984,Private room,30,2,20,2018-07-05,0.32,1,0,0,
13932807,Precioso apartamento muy centrico en Madrid,82806034,Jose,Puente de Vallecas,Numancia,40.39447,-3.66137,Entire home/apt,50,2,0,,,1,0,0,
13934525,Great apartment near to Parque del Retiro,17586391,Damiana,Retiro,Jerónimos,40.42059,-3.68555,Private room,114,2,1,2016-08-05,0.02,1,0,0,
13936402,"Habitación en Chueca, Centro de Madrid.",82851050,Inma,Centro,Justicia,40.42358,-3.6973,Private room,31,3,114,2019-07-02,1.89,1,18,0,
13937281,"Casa entera en pleno Malasaña, Conde Duque",18381988,Francesca,Centro,Universidad,40.42771,-3.70717,Entire home/apt,98,2,8,2017-10-29,0.16,1,88,0,
13938008,The Lavapies' orange room,82817010,Maria,Centro,Embajadores,40.40824,-3.7049,Private room,25,2,32,2018-11-17,0.51,1,0,0,
13939021,Habitación preciosa en Lavapiés.,82888325,Juanma,Centro,Embajadores,40.40856,-3.70606,Private room,28,2,2,2017-05-01,0.04,1,0,0,
13941241,Habitación Madrid Centro W.C in suite,31548549,Luis Enrique,Arganzuela,Imperial,40.41198,-3.72184,Private room,38,2,19,2017-08-31,0.31,7,364,0,VT-12795
13942955,3D Very Central.Safe.5Bedr.5Bath.AA/H,51176570,Mar,Centro,Cortes,40.41587,-3.69756,Entire home/apt,179,2,218,2021-07-26,3.60,6,140,7,VT-2129
13946968,Refurbished two bedroom flat with private patio,75151804,Constantine,Centro,Universidad,40.4245,-3.70553,Entire home/apt,83,4,211,2020-02-16,3.38,1,0,0,VT-2964
13949075,"En el mismo centro, un oasis acogedor:",83026973,Kike,Centro,Embajadores,40.41119,-3.70261,Entire home/apt,79,2,81,2021-08-10,1.37,1,64,6,VT-1862
13950398,An Oasis in the center of Madrid,20767098,Teresa,Centro,Embajadores,40.40906,-3.70925,Entire home/apt,83,15,132,2021-07-31,2.13,1,194,1,VT-4425
13959072,Habitación en piso compartido en Madrid centro,83152628,Sol,Arganzuela,Acacias,40.40304,-3.70117,Private room,20,3,7,2016-08-14,0.11,1,0,0,
13964042,room in the heart of madrid (malasaña),11660622,Pauline,Centro,Universidad,40.42603,-3.70692,Private room,20,3,0,,,1,0,0,
13966094,The Sky of Madrid Penthouse with Private Terrace in Conde Duque,2167068,Ludovic,Centro,Universidad,40.42586,-3.71027,Entire home/apt,150,2,132,2021-08-31,2.16,1,281,28,VT-7133
13966451,"Big room, double bed and balcony. Center. Malasaña",80852131,Noa,Centro,Universidad,40.42937,-3.70462,Private room,40,4,42,2019-10-22,0.69,2,0,0,
13968622,Habitación luminosa y bien comunicada.,80696645,Ofelia,San Blas - Canillejas,Arcos,40.41974,-3.61898,Private room,29,10,3,2016-09-28,0.05,1,363,0,
13973118,Lovely room in Chueca.,83323141,Irene,Centro,Justicia,40.42154,-3.69782,Private room,19,1,3,2017-06-11,0.05,1,0,0,
13978167,Nice lighted room in front of the 4 towers.,24555467,Pilar,Chamartín,Castilla,40.47734,-3.68417,Private room,40,2,19,2017-02-27,0.34,1,346,0,
13989162,"Habitación pequeña y confortable, buen ambiente!..",83505402,Ana Luisa,Carabanchel,Vista Alegre,40.3842,-3.74512,Private room,9,90,3,2018-07-15,0.05,2,253,0,
13992189,CHARMING IN MADRID CENTER,83542714,Raphael Yesyd,Arganzuela,Delicias,40.39984,-3.69142,Private room,21,2,103,2017-09-30,1.66,1,7,0,
13993747,Tarragona Terraza,47267274,Melissa,Arganzuela,Palos de Moguer,40.40203,-3.69817,Private room,18,7,0,,,1,0,0,
13994451,Nice appartment with terrace by the Retiro park,83572397,Víctor,Retiro,Ibiza,40.41821,-3.67733,Entire home/apt,60,20,19,2016-09-26,0.31,1,0,0,
13994578,Hogar dulce hogar (Home sweet home),6518860,Joaquín,Ciudad Lineal,Ventas,40.42359,-3.64075,Entire home/apt,73,2,109,2021-06-07,1.88,1,144,11,VT•6776
13996952,MALASAÑA DESIGN | A/C - WIFI - GRAN VÍA,83110708,Salva Y Edu,Centro,Universidad,40.42514,-3.70727,Entire home/apt,76,2,246,2021-09-01,3.98,3,58,20,VT-2065
14001689,La casita blanca en pleno centro de Madrid VT 9628,538165,Tania,Chamberí,Gaztambide,40.43135,-3.71288,Entire home/apt,53,5,119,2021-07-02,2.01,1,292,3,VT 9628
14003061,"Spacious, bright 3BD.  Prime, central location",5698705,David,Centro,Justicia,40.42034,-3.69941,Entire home/apt,336,4,13,2017-08-28,0.21,1,17,0,
14005207,Habitación doble en el centro,83702011,Elena,Moncloa - Aravaca,Argüelles,40.42794,-3.71735,Private room,51,1,27,2016-09-21,0.43,1,83,0,
14008135,"Apartamento acogedor con WIFI, bien comunicado.",83732173,Marisa,Arganzuela,Delicias,40.39936,-3.69445,Entire home/apt,90,2,47,2017-09-11,0.81,1,49,0,
14012779,¡¡Disfruta de la capital!!,78262837,Paloma,Tetuán,Bellas Vistas,40.45071,-3.70938,Entire home/apt,70,2,90,2019-04-27,1.44,1,344,3,
14017587,Apartamento zona centro.,83252554,Olga Esther,Arganzuela,Palos de Moguer,40.4017,-3.6981,Entire home/apt,50,2,0,,,2,0,0,
14019652,Apartamento zona centro,83252554,Olga Esther,Arganzuela,Palos de Moguer,40.4047,-3.69492,Entire home/apt,45,1,0,,,2,0,0,
14037440,"Modern flat, freshly renovated, heart of Lavapiez",25002262,Victor,Centro,Embajadores,40.409,-3.69796,Private room,21,1,1,2016-07-20,0.02,1,0,0,
14045259,THE TREE HOUSE,84195306,Mª Victoria,Centro,Embajadores,40.40731,-3.70014,Entire home/apt,53,3,272,2020-01-13,4.49,3,0,4,Direccion General Turismo VT-2041
14060350,Apartamento luminoso en Avenida de América,15089926,Cristina,Chamartín,Prosperidad,40.44157,-3.67362,Entire home/apt,45,1,1,2020-10-31,0.09,1,6,1,
14060439,Mercado San Miguel Espectacular+ parking,56031287,Verbigracia,Centro,Sol,40.41559,-3.70743,Entire home/apt,106,2,66,2019-04-25,1.12,3,0,0,VT 1966
14062629,Apartamento diáfano muy luminoso,14629836,Edu,Centro,Universidad,40.42334,-3.70773,Entire home/apt,52,1,340,2020-02-06,5.60,20,0,0,
14063187,CASA 2 HABITACIONES ZONA PRÍNCIPE DE VERGARA,15192635,Luis,Chamartín,Prosperidad,40.43989,-3.6775,Entire home/apt,40,3,5,2016-08-26,0.08,1,0,0,
14067350,Cosy & silent studio in Malasaña district (Madrid),33232694,Laura,Centro,Universidad,40.42195,-3.70145,Entire home/apt,46,7,27,2019-01-05,0.43,1,0,0,
14068570,Lux & Elegance - Great property in the center,14098467,Iratxe Y Juan,Chamberí,Trafalgar,40.42932,-3.69782,Entire home/apt,186,3,110,2020-03-15,1.77,1,175,11,VT-3498
14074598,CASA NUNCI0 - Your home in historic Madrid-VT1835,77573144,Tanya,Centro,Palacio,40.41258,-3.70989,Entire home/apt,123,3,183,2021-08-24,3.09,1,266,9,VT1835
14082589,Buena energía + tranquilidad= viaje genial,72658130,María Victoria,Fuencarral - El Pardo,Valverde,40.49155,-3.69749,Private room,30,3,1,2016-08-17,0.02,1,288,0,
14085987,Apartamento tranquilo y luminoso,49772159,Luis,Chamberí,Arapiles,40.43262,-3.71026,Entire home/apt,56,2,36,2018-08-04,0.63,5,52,20,
14086777,buhardilla en el centro,38327906,Saray,Centro,Embajadores,40.40964,-3.70884,Entire home/apt,42,7,0,,,2,0,0,
14088980,CITY CENTER MADRID MODERN SPACIOUS APARTMENT.,84739248,Carlos Fernando,Salamanca,Goya,40.42689,-3.66997,Entire home/apt,118,4,94,2021-05-16,1.56,1,41,10,
14098626,"HABITACION,ARGANZUELA.PASEO SANTA MARIA CABEZA",84853305,Alfonso,Arganzuela,Chopera,40.39573,-3.70229,Private room,15,3,0,,,1,0,0,
14105163,Habitación doble cerca del Parque Retiti,45532164,Amparo,Retiro,Estrella,40.4184,-3.66623,Private room,18,2,0,,,1,0,0,
14105938,Cute Apartment in Lavapiés - WIFI,8276432,Rutilio Adolfo,Centro,Embajadores,40.40999,-3.70258,Entire home/apt,51,2,214,2020-02-21,3.45,22,0,0,VT-9840
14107434,'La Casa de Begoña'FREE PARK y WIFI,84957063,Ana Maria,Fuencarral - El Pardo,Valverde,40.48396,-3.68941,Entire home/apt,65,20,34,2020-03-04,0.56,1,345,0,
14113692,Charming apartment in Príncipe de Vergara,84941846,Laura,Chamartín,El Viso,40.44069,-3.67902,Entire home/apt,100,2,33,2016-08-15,0.53,1,0,0,
14133014,Saga Rental La Latina 1 0BI,85271787,Alina,Centro,Palacio,40.41009,-3.71026,Entire home/apt,999,1,3,2017-02-19,0.05,20,253,0,
14135821,Saga Rental La Latina 2 1DI,85271787,Alina,Centro,Palacio,40.40972,-3.71005,Entire home/apt,999,1,4,2020-01-03,0.16,20,253,0,
14142056,Habitación exterior tranquila y con encanto,553980,David,Carabanchel,Puerta Bonita,40.38314,-3.73985,Private room,49,2,35,2018-11-04,0.63,1,359,0,
14146230,City center Malasaña calle Pez.,85434797,Patricio,Centro,Universidad,40.42459,-3.70479,Entire home/apt,57,3,167,2021-09-04,2.71,1,65,5,
14163067,CENTRICO Y TRANQUILO APARTAMENTO EN LA LATINA,85664504,Alfonso,Centro,Palacio,40.41123,-3.71121,Entire home/apt,170,3,165,2021-09-04,2.71,3,118,7,
14164411,Spacious flat close to centre and football stadium,20623401,Javier,Tetuán,Cuatro Caminos,40.45018,-3.70271,Entire home/apt,65,2,35,2019-09-22,0.63,1,0,0,VT-1949
14180827,l'habitación,18942409,Alessio,Centro,Embajadores,40.41083,-3.70112,Private room,25,1,0,,,1,0,0,
14213541,"CENTRO,CENTRO!!DE MADRID IDEAL HABITACIÓN PRIVADA!",16859206,Ursula,Centro,Palacio,40.42284,-3.7106,Private room,49,3,39,2018-09-27,0.64,6,338,0,
14224910,Peaceful Studio in Madrid downtown area - Chueca,86448252,Mario,Centro,Justicia,40.42485,-3.70016,Entire home/apt,53,1,97,2020-01-14,1.90,1,0,1,VT-4662
14226151,Cozy room in Malasaña,42069225,Marina,Centro,Universidad,40.4262,-3.70694,Private room,38,1,1,2016-09-12,0.02,1,0,0,
14228441,Opera ( Royal Palace ),28038703,Luxury Rentals Madrid,Centro,Palacio,40.418,-3.70984,Entire home/apt,164,3,59,2019-12-02,0.97,110,141,4,VT-3958
14232158,Saga Rental La Latina 3,85271787,Alina,Centro,Embajadores,40.41042,-3.70886,Entire home/apt,999,1,25,2018-11-30,0.46,20,253,0,
14232272,Saga Rental La Latina Planta Baja,85271787,Alina,Centro,Embajadores,40.41002,-3.70833,Entire home/apt,999,1,2,2018-07-14,0.04,20,253,0,
14232608,Saga Rental La Latina Loft 4CE,85271787,Alina,Centro,Embajadores,40.40844,-3.70816,Entire home/apt,999,1,5,2018-06-23,0.12,20,253,0,
14232900,Saga Rental La Latina Duplex,85271787,Alina,Centro,Palacio,40.41057,-3.70951,Entire home/apt,999,1,1,2018-06-30,0.03,20,253,0,
14233055,Saga Rental La Latina Superior,85271787,Alina,Centro,Embajadores,40.40861,-3.70975,Entire home/apt,999,1,6,2018-10-28,0.10,20,253,0,
14233157,Saga Rental La Latina Atico 5AI,85271787,Alina,Centro,Embajadores,40.40828,-3.70865,Entire home/apt,999,1,4,2019-10-14,0.10,20,253,0,
14234095,Céntrico Apartamento Estilo Pop-Art,40877988,Raul,Centro,Palacio,40.41547,-3.71218,Entire home/apt,64,2,191,2021-08-09,3.07,61,159,12,VT-3800
14243190,Alquilo habitación centrica por semanas,86658727,Antonio,Centro,Embajadores,40.41269,-3.7066,Private room,21,1,0,,,1,0,0,
14245064,Saga Rental La Latina Loft 4BE,85271787,Alina,Centro,Embajadores,40.41054,-3.70837,Entire home/apt,999,1,1,2018-04-22,0.02,20,253,0,
14245105,Saga Rental La Latina 1 1DE,85271787,Alina,Centro,Embajadores,40.40829,-3.70869,Entire home/apt,999,1,0,,,20,253,0,
14245167,Saga Rental La Latina 1 4DE,85271787,Alina,Centro,Embajadores,40.40843,-3.70814,Entire home/apt,999,1,7,2017-07-30,0.13,20,253,0,
14245237,Saga Rental La Latina 1 4AE,85271787,Alina,Centro,Embajadores,40.40865,-3.70968,Entire home/apt,999,1,2,2016-10-10,0.04,20,253,0,
14245336,Saga Rental La Latina 2 2AI,85271787,Alina,Centro,Palacio,40.41036,-3.70998,Entire home/apt,999,1,8,2018-07-09,0.16,20,253,0,
14245384,Saga Rental La Latina 2 3AI,85271787,Alina,Centro,Palacio,40.41044,-3.71035,Entire home/apt,999,1,3,2018-06-15,0.05,20,253,0,
14245448,Saga Rental La Latina 2 2DI,85271787,Alina,Centro,Embajadores,40.40826,-3.71001,Entire home/apt,999,1,2,2018-06-01,0.05,20,253,0,
14245578,Saga Rental La Latina 2 1BI,85271787,Alina,Centro,Embajadores,40.41006,-3.70826,Entire home/apt,999,1,2,2017-11-25,0.04,20,253,0,
14245640,Saga Rental La Latina 2 2CI,85271787,Alina,Centro,Embajadores,40.40844,-3.70834,Entire home/apt,999,1,2,2019-06-22,0.08,20,253,0,
14245709,Saga Rental La Latina 2 1CI,85271787,Alina,Centro,Embajadores,40.41012,-3.70838,Entire home/apt,999,1,2,2017-01-09,0.05,20,253,0,
14249782,Las Cortes- Private room.,901218,Myrko,Centro,Cortes,40.41648,-3.69602,Private room,39,1,66,2019-11-17,1.10,22,345,0,
14259882,PLAZA ESPAÑA I **Luxury Apartment**,28786243,Emilio,Moncloa - Aravaca,Argüelles,40.42056,-3.71777,Entire home/apt,78,1,104,2019-11-13,1.68,74,0,0,
14263212,"Habitación doble grande y luminosa, balcón propio.",2950145,Esther,Tetuán,Bellas Vistas,40.44935,-3.70747,Private room,43,3,26,2019-10-26,0.47,1,13,0,
14265550,Great Apartment with BBQ - Fantastic Neighborhood,4490435,Jeff,Chamberí,Trafalgar,40.43373,-3.69956,Entire home/apt,90,7,5,2019-08-19,0.09,1,0,0,
14269186,LUXURY APARTMENT PALACIO REAL,10399884,Gonzalo,Centro,Palacio,40.41986,-3.71069,Entire home/apt,250,2,3,2016-08-14,0.05,1,0,0,
14269449,Apartment in Beautiful Corrala - Lavapiés,8276432,Rutilio Adolfo,Centro,Embajadores,40.40752,-3.69964,Entire home/apt,53,2,199,2020-02-01,3.21,22,141,1,VT-9838
14270475,Buhardilla/Attic Centro Histórico.,30040334,Diego,Centro,Sol,40.41765,-3.707,Entire home/apt,272,3,7,2017-03-10,0.12,1,42,0,
14272457,HABITACIÓN CON BAÑO PRIVADO (Suite),18181859,Laura Y Sagrario,Arganzuela,Legazpi,40.39289,-3.68866,Private room,30,3,188,2019-07-14,3.04,1,55,1,
14274304,Apartment in the historic center!,9180115,Oscar,Centro,Embajadores,40.41125,-3.70057,Entire home/apt,41,3,74,2018-08-21,1.25,1,0,0,VT-3919
14275773,Charming (perfectly situated) apartment,86307067,Robert,Centro,Universidad,40.42202,-3.70683,Entire home/apt,32,30,241,2020-01-08,4.03,1,226,2,
14276011,Precioso y relajante lugar en Zona Peñagrande,70516728,Luis José,Fuencarral - El Pardo,Peñagrande,40.48651,-3.73246,Private room,35,2,40,2021-08-29,0.66,1,74,6,
14277807,"Flat Letras Charm, 6 peop, 70 sq.m, 2 BR, 2 BHTR",4190343,Ramon,Centro,Cortes,40.41272,-3.6985,Entire home/apt,114,2,309,2021-08-19,4.97,22,331,29,
14279801,GREAT OFFER In the Heart of MADRID: DOUBLE ROOM,78325794,Miguel Angel,Centro,Palacio,40.4117,-3.70896,Private room,39,2,224,2019-10-27,3.65,3,310,0,
14280234,Cozy Room next to Main Square of Madrid,78325794,Miguel Angel,Centro,Palacio,40.41342,-3.70903,Private room,28,2,204,2020-01-28,3.38,3,310,0,
14283168,Spacious & Stunning 2-bed near Royal Palace,36123861,Belen,Centro,Palacio,40.41324,-3.70997,Entire home/apt,146,5,83,2021-08-05,1.37,1,258,6,
14294462,Apartamento en Lavapiés. WiFi.,3469754,Maria Victoria,Centro,Embajadores,40.41125,-3.70128,Entire home/apt,60,2,31,2018-05-24,0.51,2,102,0,
14299364,"Private Room with a view in ""Las Letras""",34598150,Eva,Centro,Cortes,40.41106,-3.69619,Private room,55,2,32,2018-10-05,0.54,1,0,0,
14299834,"Habitación interior, centro de Madrid",87350742,Angel Carlos,Centro,Embajadores,40.40928,-3.69529,Private room,30,1,25,2017-09-16,0.41,1,258,0,
14308125,Elegance Plaza Mayor with Balcony 6p (I2),22416437,Hugo Y Silvia,Centro,Sol,40.41528,-3.70777,Entire home/apt,131,2,30,2019-10-21,0.49,7,6,0,
14310370,Habitación en loft cerca al Madrid Río,4696534,Sergio,Carabanchel,Comillas,40.39389,-3.71004,Private room,17,3,40,2019-10-16,0.67,1,122,0,
14316940,CHAMPIONS LEAGUE FINAL -  Studio - Attic  35m2,87545578,Hector,Ciudad Lineal,San Pascual,40.44654,-3.65164,Entire home/apt,279,2,2,2017-10-12,0.04,1,0,0,
14317189,Tu habitación muy cerca del Centro y Atocha,74116207,Martha,Retiro,Pacífico,40.4043,-3.67692,Private room,22,1,415,2021-08-27,6.71,1,59,35,
14318907,Maravillosa Apartamento enfrente del Retiro,4965514,Miguel,Salamanca,Recoletos,40.42164,-3.68233,Entire home/apt,150,2,7,2017-09-17,0.12,5,0,0,
14319434,"Palace & Bright, Central Apartment",44267738,Madrid Central,Centro,Cortes,40.41606,-3.70053,Entire home/apt,1139,1,125,2019-10-23,2.03,26,64,0,
14319951,"Golden & Bright, Central Apartment",44267738,Madrid Central,Centro,Cortes,40.41618,-3.70066,Entire home/apt,1139,1,139,2019-06-17,2.25,26,64,0,
14319982,Renewed and luxury apartment in Madrid centre,69224732,Leo Y Victor,Centro,Universidad,40.42175,-3.70214,Entire home/apt,318,1,185,2021-08-23,3.03,8,241,7,
14326460,"""Suite Alcocer"" Bright Apt with terrace and pool",6673480,Yolvania,Chamartín,Nueva España,40.45887,-3.68087,Entire home/apt,67,13,8,2021-06-30,0.16,5,337,2,
14328364,Ático céntrico con terraza,87647713,Pilar Elizabeth,Tetuán,Cuatro Caminos,40.4478,-3.70084,Entire home/apt,51,2,4,2017-07-25,0.07,2,0,0,
14328391,Apartamento de diseño en la Puerta del Sol,87675124,Pedro,Centro,Sol,40.41486,-3.70452,Entire home/apt,197,1,146,2020-02-20,2.42,2,191,0,VT-2128
14331039,The Viso Smart II,4008643,Antonio : Smart Apartments Madrid,Chamartín,El Viso,40.44187,-3.68042,Entire home/apt,156,2,46,2019-04-28,0.76,4,0,0,4464
14332712,"Apartment. Gran Via, Madrid downtown and Malasaña",25418485,Javier,Centro,Universidad,40.42283,-3.70234,Entire home/apt,68,2,94,2020-03-10,1.56,1,133,6,
14333322,"Room with  Balcony in nice deco flat , good area",3424091,Thilda,Chamberí,Almagro,40.43049,-3.69524,Private room,34,3,75,2019-03-03,1.22,1,345,0,
14344774,Amazing Madrid Centro Apartment with a Rooftop!!!,87759672,Juan Carlos,Centro,Sol,40.41934,-3.70461,Entire home/apt,100,28,92,2021-07-24,1.50,1,255,8,
14347695,Habitacion grande y luminosa,2560898,Itxiar,Carabanchel,Opañel,40.39666,-3.7163,Private room,22,4,27,2017-06-28,0.46,1,351,2,
14349767,Cozy Apt Center Madrid,81607968,Nicholas,Centro,Justicia,40.4252,-3.69992,Private room,120,15,4,2020-12-19,0.06,2,365,1,
14353855,"Room/ExclusiveBathㅡIFEMA, Airport, Chamartin Train",87960107,Jae Rim,Hortaleza,Pinar del Rey,40.47817,-3.64404,Private room,25,1,70,2019-05-19,1.36,2,314,0,
14356759,APARTMENT COMFORTABLE VERY CENTRAL 1 BEDROOM,51609731,Luis &  Rafa,Carabanchel,Comillas,40.39534,-3.7114,Entire home/apt,54,365,137,2019-07-04,2.24,1,0,0,
14357456,"Room/PrivateBathㅡIFEMA, Airport, Chamartin Train",87960107,Jae Rim,Hortaleza,Pinar del Rey,40.47816,-3.6436,Private room,25,1,65,2019-12-14,1.25,2,314,0,
14372320,Renovated cozy studio apt in the heart of Madrid,88187977,Pedro E,Centro,Embajadores,40.41107,-3.69936,Entire home/apt,53,2,222,2021-07-28,3.81,1,70,35,VT-7984
14374562,Design Puerta Del Sol (M4),22416437,Hugo Y Silvia,Centro,Sol,40.41707,-3.70221,Entire home/apt,73,2,47,2019-10-21,1.04,7,266,3,
14383186,Cosy&Quiet PENTHOUSE - IFEMA - & Rooftop Terrace,17979672,Manuel,Hortaleza,Palomas,40.45481,-3.61386,Entire home/apt,79,2,31,2021-08-25,0.68,2,19,9,
14397553,Ático en el centro de Madrid,7514043,Paula,Chamberí,Almagro,40.43011,-3.69465,Entire home/apt,80,2,19,2020-03-02,0.35,2,355,0,
14399261,PLAZA MAYOR LA LATINA,584351,Pablo,Centro,Embajadores,40.41204,-3.70695,Entire home/apt,75,3,65,2020-02-15,1.07,3,253,0,
14409816,Escala Suites Double Room Madrid,88625874,Bianca,Hortaleza,Palomas,40.45371,-3.61354,Private room,71,1,11,2019-05-06,0.30,5,90,0,
14411603,Escala Suites Family Room Madrid,88625874,Bianca,Hortaleza,Palomas,40.45513,-3.61338,Private room,91,1,57,2018-12-29,0.94,5,90,0,
14418694,Serenity room with private bathroom in the Center,15328893,Alessandra,Centro,Justicia,40.42074,-3.7007,Private room,35,1,232,2021-06-22,3.87,3,21,24,
14421409,"Habitación 2. Centro, Sol, Atocha, Prado, Madrid",24239436,Gisselle,Centro,Cortes,40.41193,-3.69692,Private room,19,2,226,2020-01-05,3.89,4,0,0,
14421923,Double bedroom with extra work place and balcony,24239436,Gisselle,Centro,Cortes,40.41045,-3.6942,Private room,22,2,69,2020-03-12,1.30,4,0,4,
14439321,1 Habitación acogedora y casa muy cómoda.,88893195,Jean Pierre,Retiro,Pacífico,40.4067,-3.68224,Private room,68,1,2,2019-05-12,0.07,2,365,0,
